date,category,directional_score
2025-01-31,Bearish,-0.65
2025-01-31,Neutral,0.0
2025-01-31,Neutral,0.0
2025-02-01,Neutral,0.0
2025-02-01,Neutral,0.0
2025-02-01,Neutral,0.0
2025-02-01,Neutral,0.0
2025-02-02,Neutral,0.0
2025-02-03,Bullish,0.7
2025-02-03,Neutral,0.0
2025-02-04,Neutral,0.0
2025-02-04,Neutral,0.0
2025-02-04,Neutral,0.0
2025-02-04,Neutral,0.0
2025-02-04,Neutral,0.0
2025-02-05,Neutral,0.0
2025-02-05,Neutral,-0.1
2025-02-05,Neutral,-0.05
2025-02-05,Bullish,0.8
2025-02-05,Bullish,0.7
2025-02-06,Neutral,0.0
2025-02-06,Neutral,0.0
2025-02-06,Neutral,0.0
2025-02-07,Neutral,0.0
2025-02-07,Bearish,-0.7
2025-02-07,Neutral,0.0
2025-02-07,Neutral,0.0
2025-02-07,Neutral,0.0
2025-02-07,Neutral,-0.2
2025-02-07,Bearish,-0.65
2025-02-08,Neutral,0.0
2025-02-10,Neutral,0.0
2025-02-10,Neutral,0.0
2025-02-10,Neutral,0.0
2025-02-10,Bullish,0.75
2025-02-12,Neutral,0.0
2025-02-13,Neutral,0.0
2025-02-14,Bullish,0.8
2025-02-14,Neutral,0.0
2025-02-17,Neutral,0.0
2025-02-17,Neutral,0.0
2025-02-18,Neutral,0.0
2025-02-18,Neutral,0.0
2025-02-18,Neutral,0.0
2025-02-19,Neutral,0.0
2025-02-19,Neutral,0.0
2025-02-19,Neutral,0.0
2025-02-20,Neutral,0.0
2025-02-20,Neutral,0.0
2025-02-21,Neutral,0.0
2025-02-21,Neutral,0.0
2025-02-22,Bullish,0.85
2025-02-24,Bullish,0.9
2025-02-24,Neutral,0.0
2025-02-26,Bullish,0.8
2025-02-27,Neutral,0.0
2025-02-27,Neutral,0.0
2025-02-27,Neutral,0.0
2025-02-27,Neutral,0.0
2025-02-28,Neutral,0.0
2025-02-28,Bullish,0.85
2025-02-28,Neutral,0.0
2025-03-01,Bullish,0.75
2025-03-03,Neutral,0.0
2025-03-04,Neutral,0.0
2025-03-04,Neutral,-0.15
2025-03-05,Neutral,0.0
2025-03-05,Bullish,0.85
2025-03-05,Neutral,0.0
2025-03-06,Neutral,0.0
2025-03-06,Neutral,-0.1
2025-03-08,Neutral,0.0
2025-03-08,Bullish,0.65
2025-03-09,Neutral,0.0
2025-03-10,Bullish,0.7
2025-03-10,Neutral,0.0
2025-03-10,Bearish,-0.65
2025-03-10,Neutral,0.0
2025-03-10,Neutral,0.0
2025-03-10,Neutral,0.0
2025-03-11,Neutral,0.0
2025-03-12,Neutral,0.0
2025-03-12,Neutral,0.0
2025-03-12,Neutral,0.0
2025-03-13,Neutral,0.0
2025-03-13,Neutral,0.0
2025-03-14,Neutral,0.0
2025-03-14,Neutral,0.0
2025-03-14,Neutral,0.0
2025-03-14,Neutral,0.0
2025-03-17,Neutral,0.0
2025-03-20,Neutral,0.0
2025-03-21,Neutral,0.0
2025-03-21,Bullish,0.7
2025-03-21,Neutral,0.0
2025-03-22,Bullish,0.75
2025-03-23,Neutral,0.0
2025-03-24,Bullish,0.65
2025-03-24,Neutral,0.0
2025-03-24,Neutral,0.0
2025-03-25,Neutral,0.0
2025-03-25,Bullish,0.75
2025-03-25,Bullish,0.8
2025-03-26,Bullish,0.7
2025-03-26,Neutral,0.0
2025-03-26,Neutral,0.0
2025-03-26,Bullish,0.8
2025-03-27,Bullish,0.75
2025-03-27,Neutral,0.0
2025-03-27,Neutral,0.0
2025-03-28,Neutral,0.0
2025-03-28,Neutral,0.0
2025-03-28,Bullish,0.65
2025-03-28,Neutral,0.0
2025-03-28,Neutral,0.0
2025-03-28,Neutral,0.0
2025-03-29,Bullish,0.75
2025-03-31,Neutral,0.0
2025-03-31,Neutral,0.0
2025-03-31,Bullish,0.7
2025-03-31,Neutral,0.0
2025-04-01,Neutral,0.0
2025-04-01,Neutral,0.0
2025-04-02,Neutral,0.0
2025-04-02,Bullish,0.65
2025-04-02,Neutral,0.0
2025-04-03,Neutral,0.0
2025-04-03,Bearish,-0.65
2025-04-03,Neutral,0.0
2025-04-03,Neutral,-0.1
2025-04-03,Neutral,0.0
2025-04-04,Neutral,0.0
2025-04-04,Neutral,0.0
2025-04-05,Neutral,0.0
2025-04-05,Bullish,0.75
2025-04-05,Neutral,0.0
2025-04-05,Bullish,0.7
2025-04-06,Neutral,0.0
2025-04-07,Bullish,0.65
2025-04-07,Neutral,0.0
2025-04-08,Neutral,0.0
2025-04-09,Neutral,0.0
2025-04-09,Bullish,0.8
2025-04-10,Neutral,-0.2
2025-04-10,Bullish,0.75
2025-04-10,Neutral,0.0
2025-04-10,Neutral,-0.2
2025-04-10,Bullish,0.65
2025-04-10,Neutral,0.0
2025-04-10,Bullish,0.7
2025-04-10,Bearish,-0.65
2025-04-10,Neutral,0.0
2025-04-10,Neutral,0.0
2025-04-10,Neutral,0.0
2025-04-11,Neutral,0.0
2025-04-12,Neutral,0.0
2025-04-13,Neutral,-0.3
2025-04-14,Neutral,0.0
2025-04-16,Bullish,0.75
2025-04-17,Neutral,0.0
2025-04-18,Bullish,0.7
2025-04-18,Neutral,0.0
2025-04-19,Bullish,0.65
2025-04-19,Neutral,0.0
2025-04-21,Neutral,0.0
2025-04-22,Bullish,0.7
2025-04-22,Bullish,0.65
2025-04-23,Neutral,0.0
2025-04-25,Bullish,0.75
2025-04-25,Neutral,0.0
2025-04-25,Neutral,0.0
2025-04-25,Neutral,0.0
2025-04-26,Neutral,0.0
2025-04-26,Neutral,0.0
2025-04-29,Neutral,0.0
2025-04-29,Neutral,0.0
2025-04-29,Neutral,0.0
2025-04-30,Bearish,-0.65
2025-04-30,Neutral,0.0
2025-04-30,Neutral,0.0
2025-05-01,Neutral,0.0
2025-05-01,Neutral,0.0
2025-05-01,Neutral,0.0
2025-05-02,Neutral,-0.2
2025-05-02,Neutral,0.0
2025-05-02,Bullish,0.8
2025-05-02,Neutral,0.0
2025-05-02,Bullish,0.7
2025-05-02,Neutral,0.0
2025-05-02,Neutral,0.0
2025-05-03,Neutral,0.0
2025-05-05,Neutral,0.0
2025-05-07,Neutral,-0.15
2025-05-07,Bullish,0.65
2025-05-07,Bullish,0.75
2025-05-07,Neutral,0.0
2025-05-07,Neutral,0.0
2025-05-07,Neutral,0.0
2025-05-08,Neutral,0.0
2025-05-09,Neutral,0.0
2025-05-09,Neutral,0.0
2025-05-11,Neutral,0.0
2025-05-12,Neutral,0.0
2025-05-12,Bullish,0.7
2025-05-12,Bullish,0.65
2025-05-12,Bullish,0.75
2025-05-12,Bullish,0.8
2025-05-13,Bullish,0.85
2025-05-13,Bullish,0.8
2025-05-13,Bullish,0.85
2025-05-14,Bullish,0.8
2025-05-14,Bullish,0.75
2025-05-15,Neutral,0.0
2025-05-15,Neutral,0.0
2025-05-16,Bearish,-0.7
2025-05-16,Bullish,0.7
2025-05-16,Bullish,0.65
2025-05-16,Neutral,0.0
2025-05-18,Neutral,0.0
2025-05-18,Neutral,0.0
2025-05-19,Neutral,0.0
2025-05-19,Neutral,0.0
2025-05-19,Neutral,0.0
2025-05-20,Bullish,0.75
2025-05-21,Bullish,0.7
2025-05-22,Bullish,0.7
2025-05-22,Neutral,0.0
2025-05-23,Neutral,0.0
2025-05-23,Neutral,0.0
2025-05-23,Neutral,0.0
2025-05-23,Bullish,0.8
2025-05-23,Neutral,0.0
2025-05-23,Neutral,0.0
2025-05-24,Neutral,0.0
2025-05-24,Bullish,0.75
2025-05-27,Bullish,0.7
2025-05-28,Bearish,-0.65
2025-05-28,Bullish,0.75
2025-05-29,Neutral,0.0
2025-06-02,Neutral,0.0
2025-06-04,Neutral,0.0
2025-06-04,Bullish,0.85
2025-06-04,Neutral,0.0
2025-06-04,Bullish,0.8
2025-06-04,Neutral,0.0
2025-06-05,Neutral,0.0
2025-06-05,Bullish,0.8
2025-06-06,Bullish,0.75
2025-06-06,Neutral,0.0
2025-06-06,Neutral,0.0
2025-06-09,Bullish,0.85
2025-06-09,Neutral,0.0
2025-06-10,Neutral,0.0
2025-06-10,Neutral,0.0
2025-06-11,Neutral,0.0
2025-06-12,Bullish,0.8
2025-06-12,Neutral,0.0
2025-06-12,Bullish,0.75
2025-06-12,Neutral,0.0
2025-06-12,Bullish,0.8
2025-06-13,Neutral,0.0
2025-06-13,Bullish,0.75
2025-06-13,Bullish,0.7
2025-06-13,Neutral,0.0
2025-06-14,Neutral,0.0
2025-06-16,Bullish,0.75
2025-06-17,Bullish,0.65
2025-06-17,Neutral,0.0
2025-06-17,Bullish,0.75
2025-06-17,Neutral,0.0
2025-06-17,Neutral,0.0
2025-06-17,Bullish,0.7
2025-06-17,Bullish,0.75
2025-06-18,Neutral,0.0
2025-06-19,Bullish,0.7
2025-06-19,Bullish,0.8
2025-06-19,Neutral,0.0
2025-06-19,Neutral,0.0
2025-06-20,Bullish,0.7
2025-06-21,Neutral,0.0
2025-06-23,Neutral,0.0
2025-06-24,Neutral,0.0
2025-06-24,Bearish,-0.65
2025-06-25,Neutral,0.0
2025-06-25,Bullish,0.85
2025-06-26,Neutral,0.0
2025-06-26,Bullish,0.8
2025-06-26,Neutral,0.0
2025-06-28,Bullish,0.75
2025-06-28,Neutral,0.0
2025-06-28,Neutral,0.0
2025-06-29,Neutral,0.0
2025-06-29,Neutral,0.0
2025-06-29,Neutral,0.0
2025-06-29,Neutral,0.0
2025-06-30,Neutral,0.0
2025-06-30,Neutral,0.0
2025-06-30,Neutral,0.0
2025-07-01,Neutral,0.0
2025-07-01,Bullish,0.75
2025-07-01,Bullish,0.8
2025-07-02,Neutral,0.0
2025-07-02,Bearish,-0.65
2025-07-02,Neutral,0.0
2025-07-02,Neutral,0.0
2025-07-03,Neutral,0.0
2025-07-03,Bullish,0.85
2025-07-05,Neutral,0.0
2025-07-05,Bullish,0.8
2025-07-08,Neutral,0.0
2025-07-09,Bullish,0.85
2025-07-09,Neutral,0.0
2025-07-09,Neutral,0.0
2025-07-10,Bullish,0.85
2025-07-10,Neutral,0.0
2025-07-10,Neutral,0.0
2025-07-10,Bullish,0.65
2025-07-10,Bullish,0.7
2025-07-10,Bullish,0.65
2025-07-11,Neutral,0.0
2025-07-14,Neutral,0.0
2025-07-14,Neutral,0.0
2025-07-15,Bullish,0.85
2025-07-16,Neutral,0.0
2025-07-16,Bullish,0.8
2025-07-17,Bullish,0.75
2025-07-17,Neutral,0.0
2025-07-18,Neutral,0.0
2025-07-18,Neutral,0.0
2025-07-19,Neutral,0.0
2025-07-19,Bullish,0.85
2025-07-19,Neutral,0.0
2025-07-21,Neutral,0.0
2025-07-22,Neutral,0.0
2025-07-22,Bullish,0.8
2025-07-22,Bullish,0.85
2025-07-22,Neutral,0.0
2025-07-22,Bullish,0.8
2025-07-23,Neutral,0.0
2025-07-23,Neutral,0.0
2025-07-23,Neutral,0.0
2025-07-23,Neutral,0.0
2025-07-23,Bullish,0.8
2025-07-24,Neutral,0.0
2025-07-24,Bullish,0.75
2025-07-24,Neutral,0.0
2025-07-25,Bullish,0.85
2025-07-25,Neutral,0.0
2025-07-25,Bullish,0.8
2025-07-29,Neutral,0.0
2025-07-29,Neutral,0.0
2025-07-30,Neutral,0.0
2025-07-31,Neutral,0.0
2025-07-31,Neutral,0.0
2025-07-31,Neutral,0.0
2025-07-31,Neutral,0.0
2025-07-31,Bullish,0.85
2025-08-01,Bullish,0.8
2025-08-01,Neutral,0.0
2025-08-01,Bullish,0.85
2025-08-01,Neutral,0.0
2025-08-02,Neutral,0.0
2025-08-02,Neutral,0.0
2025-08-02,Neutral,0.0
2025-08-03,Neutral,0.0
2025-08-03,Bullish,0.8
2025-08-04,Neutral,0.0
2025-08-04,Bullish,0.75
2025-08-05,Neutral,0.0
2025-08-05,Bullish,0.8
2025-08-05,Neutral,0.0
2025-08-06,Neutral,0.0
2025-08-06,Neutral,0.0
2025-08-07,Neutral,0.0
2025-08-08,Neutral,0.0
2025-08-10,Neutral,0.0
2025-08-11,Neutral,0.0
2025-08-11,Neutral,0.0
2025-08-12,Neutral,0.0
2025-08-12,Neutral,0.0
2025-08-12,Bullish,0.75
2025-08-12,Neutral,0.0
2025-08-15,Neutral,0.0
2025-08-15,Bullish,0.85
2025-08-15,Neutral,0.0
2025-08-15,Neutral,0.0
2025-08-16,Neutral,0.0
2025-08-19,Neutral,0.0
2025-08-19,Neutral,0.0
2025-08-19,Neutral,0.0
2025-08-19,Neutral,0.0
2025-08-20,Neutral,0.0
2025-08-20,Neutral,0.0
2025-08-20,Neutral,0.0
2025-08-21,Neutral,0.0
2025-08-21,Neutral,0.0
2025-08-21,Bullish,0.8
2025-08-22,Neutral,0.0
2025-08-22,Neutral,0.0
2025-08-22,Neutral,0.0
2025-08-22,Neutral,0.0
2025-08-24,Neutral,0.0
2025-08-24,Neutral,0.0
2025-08-24,Neutral,0.0
2025-08-24,Neutral,0.0
2025-08-25,Bullish,0.75
2025-08-26,Neutral,0.0
2025-08-27,Bullish,0.8
2025-08-28,Neutral,0.0
2025-08-28,Neutral,0.0
2025-08-28,Neutral,0.0
2025-08-28,Neutral,0.0
2025-08-28,Neutral,0.0
2025-08-29,Bullish,0.75
2025-08-31,Neutral,0.0
2025-08-31,Neutral,0.0
2025-09-03,Neutral,0.0
2025-09-03,Neutral,0.0
2025-09-03,Neutral,0.0
2025-09-04,Neutral,0.0
2025-09-04,Neutral,0.0
2025-09-05,Neutral,0.0
2025-09-05,Neutral,0.0
2025-09-05,Bullish,0.8
2025-09-05,Neutral,0.0
2025-09-05,Bullish,0.8
2025-09-05,Neutral,0.0
2025-09-05,Neutral,0.0
2025-09-06,Neutral,-0.2
2025-09-06,Bullish,0.65
2025-09-07,Neutral,0.0
2025-09-08,Bullish,0.7
2025-09-08,Neutral,0.0
2025-09-08,Bullish,0.7
2025-09-09,Bullish,0.75
2025-09-11,Neutral,0.0
2025-09-12,Neutral,0.0
2025-09-12,Bullish,0.8
2025-09-12,Neutral,0.0
2025-09-12,Neutral,0.0
2025-09-12,Neutral,0.0
2025-09-12,Neutral,0.0
2025-09-12,Neutral,-0.1
2025-09-13,Bullish,0.75
2025-09-13,Neutral,0.0
2025-09-15,Neutral,0.0
2025-09-16,Bullish,0.7
2025-09-17,Neutral,0.0
2025-09-17,Neutral,0.0
2025-09-17,Neutral,0.0
2025-09-17,Neutral,0.0
2025-09-19,Neutral,0.0
2025-09-20,Neutral,0.0
2025-09-20,Neutral,-0.2
2025-09-20,Neutral,0.0
2025-09-21,Neutral,0.0
2025-09-22,Bearish,-0.65
2025-09-24,Neutral,0.0
2025-09-24,Neutral,0.0
2025-09-24,Neutral,0.0
2025-09-25,Neutral,0.0
2025-09-26,Neutral,0.0
2025-09-26,Neutral,0.0
2025-09-26,Neutral,0.0
2025-09-26,Neutral,0.0
2025-09-26,Neutral,0.0
2025-09-27,Neutral,0.0
2025-09-29,Bullish,0.65
2025-09-30,Neutral,0.0
2025-09-30,Neutral,0.0
2025-09-30,Bearish,-0.7
2025-09-30,Neutral,0.0
2025-09-30,Neutral,0.0
2025-09-30,Neutral,0.0
2025-09-30,Neutral,0.0
2025-10-01,Bullish,0.7
2025-10-01,Neutral,0.0
2025-10-01,Neutral,0.0
2025-10-01,Neutral,0.0
2025-10-01,Bullish,0.65
2025-10-01,Neutral,0.0
2025-10-01,Neutral,0.0
2025-10-02,Neutral,0.0
2025-10-02,Neutral,0.0
2025-10-02,Bullish,0.8
2025-10-02,Neutral,0.0
2025-10-02,Neutral,0.0
2025-10-02,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-03,Neutral,0.0
2025-10-04,Neutral,0.0
2025-10-04,Neutral,0.0
2025-10-04,Neutral,0.0
2025-10-04,Neutral,0.0
2025-10-04,Neutral,0.0
2025-10-05,Neutral,0.0
2025-10-05,Neutral,0.0
2025-10-06,Neutral,0.0
2025-10-06,Neutral,0.0
2025-10-07,Neutral,0.0
2025-10-07,Neutral,0.0
2025-10-07,Neutral,0.0
2025-10-07,Neutral,0.0
2025-10-07,Bullish,0.75
2025-10-08,Neutral,0.0
2025-10-08,Neutral,0.0
2025-10-08,Neutral,0.0
2025-10-08,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-09,Bullish,0.75
2025-10-09,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-09,Neutral,0.0
2025-10-10,Neutral,0.0
2025-10-10,Bullish,0.7
2025-10-10,Neutral,0.0
2025-10-10,Bullish,0.65
2025-10-11,Neutral,0.0
2025-10-11,Neutral,0.0
2025-10-11,Neutral,0.0
2025-10-11,Bullish,0.75
2025-10-11,Neutral,0.0
2025-10-12,Neutral,0.0
2025-10-12,Neutral,0.0
2025-10-12,Neutral,0.0
