date,headline,source,summary
2025-07-17,"BTIG Raises Intuitive Surgical (ISRG) Price Target, Maintains Buy Rating",Yahoo,"Intuitive Surgical, Inc. (NASDAQ:ISRG) is one of the Best Non-Mega Cap NASDAQ Stocks to Buy Right Now. BTIG analyst Ryan Zimmerman has raised the firm’s price target on Intuitive Surgical, Inc. (NASDAQ:ISRG) to $566 from $542 while reiterating a Buy rating ahead of the company’s second-quarter earnings report. The adjustment comes as part of a broader outlook […]"
2025-07-21,Intuitive Surgical Q2 Preview: Procedure Volume and Demand in Spotlight,Yahoo,Street sees $1.93 EPS and $2.4 billion in revenue as da Vinci volumes rise but macro and FX headwinds linger.
2025-07-23,Intuitive Announces Second Quarter Earnings,Yahoo,"SUNNYVALE, Calif., July 22, 2025 (GLOBE NEWSWIRE) -- Intuitive (the “Company”) (Nasdaq: ISRG), a global technology leader in minimally invasive care and the pioneer of robotic-assisted surgery, today announced financial results for the quarter ended June 30, 2025. Q2 Highlights Worldwide da Vinci procedures grew approximately 17% compared with the second quarter of 2024.The Company placed 395 da Vinci surgical systems, compared with 341 in the second quarter of 2024. The second quarter 2025 da V"
2025-07-27,"Intuitive Surgical, Inc. (ISRG): “I Really Like” It, Says Jim Cramer",Yahoo,"We recently published 9 Stocks Jim Cramer Discussed As He Commented On Big Tech. Intuitive Surgical, Inc. (NASDAQ:ISRG) is one of the stocks Jim Cramer recently discussed. Intuitive Surgical, Inc. (NASDAQ:ISRG) is a market leader in the hot global medical robotics industry. Its shares have lost 5.5% year-to-date primarily due to weaker margin forecasts, the […]"
2025-07-29,BME: The Resilient Income Investment Of The Healthcare Industry,SeekingAlpha,"BlackRock Health Sciences Trust offers a resilient 8.63% dividend yield, low expense ratio, and conservative, low-risk positioning. See more on BME ETF here."
2025-07-29,5 Must-Read Analyst Questions From Intuitive Surgical’s Q2 Earnings Call,Yahoo,"Intuitive Surgical’s second quarter results were marked by strong procedure growth and robust capital equipment placements, which together helped the company exceed Wall Street’s top- and bottom-line expectations. Management attributed the quarter’s momentum to continued adoption of the da Vinci 5 robotic surgical system, particularly in the United States, as well as solid execution in expanding its installed base across key international markets. CEO Dave Rosa highlighted that “benign general s"
2025-07-31,Franklin DynaTech SMA Q2 2025 Commentary,SeekingAlpha,Franklin Templeton reports strong Q2 gains led by tech and selective stock picks. See how AI and innovation are shaping their outlook. Read the full update.
2025-08-08,"Leerink Partners Raised the Firm’s PT on Intuitive Surgical (ISRG), Kept a Buy Rating",Yahoo,"Intuitive Surgical, Inc. (NASDAQ:ISRG) is one of the Best Stocks to Invest in for High Returns. On July 23, Leerink Partners analyst Mike Kratky raised the firm’s price target on Intuitive Surgical, Inc. (NASDAQ:ISRG) from $587 to $593, while maintaining a Buy rating on the stock. The analyst noted that the company delivered robust results in […]"
2025-08-10,"2 Surefire Stocks to Invest $1,000 in for the Long Haul",Yahoo,Its important to look beyond short-term challenges with these stocks.
2025-08-12,ISRGs Post-Earnings Slide: Margin Worries Overshadow Growth Story,Yahoo,"Intuitive Surgicals Q2 revenues and procedure gains look good, but tariffs, cost inflation, and margin pressure spur a post-earnings selloff."
2025-08-13,ISRGs Ion Platform Procedure Grows 52%: Can This Trend Continue?,Yahoo,"Intuitive Surgicals Ion platform saw Q2 procedures jump 52% to 35,000, expanding globally as utilization rises despite softer system placements."
2025-08-17,"If Youre in Your 30s, Consider Buying These 2 Healthcare Stocks",Yahoo,Both companies have helped pioneer important medical breakthroughs.
2025-08-17,"Bernstein Raises PT on Intuitive Surgical, Inc. (ISRG) to $685; Maintains ‘Outperform’ Rating",Yahoo,"With a year-to-date decline in share price, along with strong hedge fund interest, Intuitive Surgical, Inc. (NASDAQ:ISRG) secures a place on our list of the 11 Best Rebound Stocks to Buy According to Hedge Funds. Following the company’s da Vinci 5 surgical system’s entry into the broad U.S. launch phase, Bernstein raised its price target […]"
2025-08-20,BTS and clients recognized with 59 Brandon Hall Group Excellence Awards in 2025,Yahoo,"SAN FRANCISCO, August 20, 2025--BTS has earned 59 Brandon Hall Group Excellence Awards in 2025 alongside its clients."
2025-08-21,Hartford Healthcare Fund Q2 2025 Commentary,SeekingAlpha,The Hartford Healthcare Fund (I Share) outperformed the S&P Composite 1500 Health Care Index during the quarter. Read more here.
2025-08-25,2 Growth Stocks With Sky-High Potential to Hold for Decades,Yahoo,These are two dominant companies with long runways and powerful flywheels.
2025-08-25,What Intuitive Surgical (ISRG)s Expected Earnings Growth and System Placements Mean for Shareholders,Yahoo,"Intuitive Surgical recently saw heightened investor attention ahead of its latest earnings report, with analysts expecting growth in earnings per share and revenue versus the previous year. While system placements showed strong average growth over the last two years and EPS has increased at a robust pace, a yearly decrease in return on invested capital has become a point of focus for some observers. Now, well explore how analyst optimism about continued revenue and earnings expansion,..."
2025-08-30,What Does Wall Street Think About Intuitive Surgical (ISRG) Stock?,Yahoo,"Intuitive Surgical, Inc. (NASDAQ:ISRG) is one of the Stocks That Will Make You Rich In 5 Years. Wall Street is bullish on the stock, and the analysts’ 12-month average price target of $597 reflects a 26.42% upside from the current level. Analysts have given a bullish sentiment on Intuitive Surgical, Inc. (NASDAQ:ISRG) after the company […]"
2025-09-04,S&P 500 Robotics Titan Intuitive Surgical Dives As CFO Warns Of Dynamic Tariffs Environment,Yahoo,Intuitive Surgical stock dropped Wednesday after the robotic surgery titans CFO suggested the impact of tariffs could be steeper in 2026.
2025-09-04,Ashes to Alpha: Why Intuitive Surgical’s (ISRG) Fallout is a Legit Upside Opportunity,Yahoo,"With concerns that the Trump administration’s tariffs could impact Intuitive Surgical’s business, ISRG stock tumbled on Wednesday, presenting a contrarian prospect."
2025-09-05,Medtronic trial of Hugo robot in hernia repair hits primary endpoints,Yahoo,"The company reported a 100% surgical success rate, beating the pre-specified 85% performance goal to meet the trial’s primary effectiveness endpoint."
2025-09-07,2 Beaten-Down Stocks to Buy on the Dip,Yahoo,The market may be overlooking these companies long-term potential.
2025-09-11,Wall Street Bulls Look Optimistic About Intuitive Surgical (ISRG): Should You Buy?,Yahoo,"Based on the average brokerage recommendation (ABR), Intuitive Surgical (ISRG) should be added to ones portfolio. Wall Street analysts overly optimistic recommendations cast doubt on the effectiveness of this highly sought-after metric. So, is the stock worth buying?"
2025-09-17,2 Growth Stocks to Buy and Hold Forever,Yahoo,Look beyond the recent headwinds these two have faced.
2025-09-17,3 Top Stocks to Buy and Hold Forever,Yahoo,Three dominant operators with sticky customers and steady cash flows look built to outlast market cycles.
2025-09-23,ISRG SP Platforms Expansion in Korea and Europe Gains Traction,Yahoo,"Intuitive Surgicals SP platform gains momentum with 112% growth in Korea and steady European uptake, highlighting global adoption despite regional headwinds."
2025-09-29,ISRG vs. ZBH: Which Robotic Surgery Stock Offers Better Upside Now?,Yahoo,"ISRG and ZBH both push robotics forward, but valuation and Zacks Rank tilt near-term upside toward Zimmer Biomet. Which one offers a better bet?"
2025-09-29,What You Need To Know Ahead of Intuitive Surgicals Earnings Release,Yahoo,"Intuitive Surgical is scheduled to report its third-quarter results next month, and analysts expect a single-digit earnings rise."
2025-09-30,Should You Buy Intuitive Surgical Stock Before Oct. 21?,Yahoo,The companys upcoming earnings report could show just how big of a problem tariffs really are for the business.
2025-10-01,ISRG Expands SP Indications: A Game Changer in Colorectal Surgery?,Yahoo,"Intuitive Surgicals SP platform secures new colorectal clearances, with 88% growth in procedures and rising global adoption momentum."
2025-10-01,3 Reasons to Buy Intuitive Surgical Stock Near Its 52-Week Low,Yahoo,This is by no means an exhaustive list.
2025-10-02,Brokers Suggest Investing in Intuitive Surgical (ISRG): Read This Before Placing a Bet,Yahoo,"Based on the average brokerage recommendation (ABR), Intuitive Surgical (ISRG) should be added to ones portfolio. Wall Street analysts overly optimistic recommendations cast doubt on the effectiveness of this highly sought-after metric. So, is the stock worth buying?"
2025-10-02,"SS Innovations International, Inc. (SSII)’s SSi Mantra System Sees 130% Installation Growth, Pioneers Cardiac Telesurgery",Yahoo,"We recently compiled a list of the 12 Healthcare Stocks with Insider Buying in 2025. SS Innovations International, Inc. is one of them. SS Innovations International, Inc. (NASDAQ:SSII) is advancing affordable surgical robotics with its flagship SSi Mantra system, offering a cost-efficient alternative to established platforms like Intuitive Surgical’s da Vinci. Approved in seven countries, […]"
2025-10-02,"Intuitive Surgical, Inc. (ISRG) Unveils AI-Powered da Vinci 5 Upgrades",Yahoo,"We recently compiled a list of the 12 Best Healthcare Stocks to Buy and Hold for 5 Years. Intuitive Surgical, Inc. is one of them. Intuitive Surgical, Inc. (NASDAQ:ISRG) has pioneered robotic-assisted minimally invasive surgery (MIS), with its da Vinci systems now used in millions of procedures and training tens of thousands of surgeons globally. […]"
2025-10-06,Should You Buy Shares of Intuitive Surgical In October?,Yahoo,The company dominates the high-growth market of surgical robots.
2025-10-07,Intuitive Surgical (ISRG) Valuation in Focus After Notable Insider Buying and Anticipated Earnings Growth,Yahoo,"Intuitive Surgical (ISRG) has caught investor attention as its upcoming earnings report approaches, with forecasts for higher revenue and profits. A recent stock purchase by Senator Markwayne Mullin has added further interest. See our latest analysis for Intuitive Surgical. Intuitive Surgical shares have lost some ground in recent months, reflecting shifting sentiment amid analyst caution and tariff-related concerns. Still, the company’s three-year total shareholder return of 141% shows its..."
2025-10-08,ISRG Bets on SP Platform to Capture Rising ASC Procedure Volume,Yahoo,"Intuitive Surgicals SP platform is gaining traction as a cost-efficient, high-throughput option for ASCs, complementing da Vinci 5 in hospitals."
2025-10-09,Intuitive Surgical Inc. (ISRG): Firm Releases Updates For da Vinci 5,Yahoo,"Intuitive Surgical Inc. (NASDAQ:ISRG) is one of the companies that are pertinent to the discussion about The Future of Artificial Intelligence: 10 Predictions for 10 Industries. In June this year, Larry Ellison, the billionaire co-founder of Oracle Corporation, said during the second quarter earnings call that Oracle Health was building AI agents into its EHR […]"
2025-10-09,3 Magnificent Stocks to Buy That Are Near 52-Week Lows,Yahoo,"If you are looking for stocks that are unloved, this trio will fit the bill, with each offering a different long-term investment opportunity."
2025-10-11,2 Monster Stocks to Hold for the Next 10 Years,Yahoo,They could be excellent companies to stick with well beyond the next decade.
